id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0001379491-18-006486,Fidelity Emerging Markets Discovery Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity Emerging Markets Discovery Fund <head_breaker>

Fund Summary

Fund/Class: Fidelity® Emerging Markets Discovery Fund/Fidelity® Emerging Markets Discovery Fund

Investment Objective

The fund seeks capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	0.84% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.38% Total annual operating expenses 	 	1.22% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Emerging Markets Discovery Fund.txt'},1.0
0001379491-18-006486,Fidelity Emerging Markets Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity Emerging Markets Fund

<head_breaker>

Fund Summary

Fund/Class: Fidelity® Emerging Markets Fund/Fidelity® Emerging Markets Fund

Investment Objective

The fund seeks capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	0.69% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.27% Total annual operating expenses 	 	0.96% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Emerging Markets Fund.txt'},1.0
0001379491-18-006486,Fidelity Global Equity Income Fund,,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity Global Equity Income Fund <head_breaker>

Fund Summary

Fund: Fidelity速 Global Equity Income Fund Investment Objective

The fund seeks reasonable income. In pursuing this objective, the fund will also consider the potential for capital appreciation.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee 	 	0.69% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.37% Total annual operating expenses 	 	1.06% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity Global Equity Income Fund.txt'},1.0
0001379491-18-006486,Fidelity International Capital Appreciation Fund,Some performance Fees,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity International Capital Appreciation Fund <head_breaker>

Fund Summary

Fund: Fidelity速 International Capital Appreciation Fund Investment Objective

The fund seeks long

term growth of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund.

Shareholder fees

(fees paid directly from your investment) 	None Annual Operating Expenses

(expenses that you pay each year as a % of the value of your investment)

Management fee (fluctuates based on the fund's performance relative to a securities market index) 	 	0.82% Distribution and/or Service (12b-1) fees 	 	None Other expenses 	 	0.24% Total annual operating expenses 	 	1.06% This example helps compare the cost of investing in the fund with the cost of investing in other funds.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity International Capital Appreciation Fund.txt'},1.0
0001379491-18-006486,Fidelity International Discovery Fund,Some performance Fees,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.9","Fidelity International Discovery Fund

<head_breaker>

Fund Summary

Fund/Class: Fidelity® International Discovery Fund/Fidelity Advisor® International Discovery Fund A, M, C, I, Z

Investment Objective

The fund seeks long

term growth of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity International Discovery Fund.txt'},1.0
0001379491-18-006486,Fidelity International Growth Fund,Some performance Fees,1,No,Sub-investment grade securities or emerging markets,Diversified,"1,0.95","Fidelity International Growth Fund

<head_breaker>

Fund Summary

Fund/Class: Fidelity® International Growth Fund/Fidelity Advisor® International Growth Fund A, M, C, I, Z

Investment Objective

The fund seeks long

term growth of capital.

Fee Table

The following table describes the fees and expenses that may be incurred when you buy and hold shares of the fund. In addition to the fees and expenses described below, your broker may also require you to pay brokerage commissions on purchases and sales of certain share classes of the fund.",{'source': 'NLP_app\\MutualFundSummary\\Fidelity International Growth Fund.txt'},1.0
0001580642-18-005941,Swan Defined Risk Emerging Markets Fund,,1,Yes,Sub-investment grade securities or emerging markets,Diversified,"1,0.9","Swan Defined Risk Emerging Markets Fund <head_breaker>

FUND SUMMARY – SWAN DEFINED RISK EMERGING MARKETS FUND

Investment Objective: The Fund seeks income and growth of capital.

Fees and Expenses of the Fund: This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts on purchases of Class A shares if you and your family invest, or agree to invest in the future, at least $50,000 in the Fund. More information about these and other discounts is available from your financial professional and in How to Purchase Shares on page 35 of the Fund’s Prospectus. In addition, descriptions of the sales load waivers and/or discounts for Class A shares with respect to certain financial intermediaries are reproduced in “Appendix A: Intermediary-Specific Sales Charge Waivers and Discounts” to the Prospectus based on information provided by the financial intermediary.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Swan Defined Risk Emerging Markets Fund.txt'},1.0
0001580642-18-005941,Swan Defined Risk Foreign Developed Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","Swan Defined Risk Foreign Developed Fund <head_breaker>

FUND SUMMARY – SWAN DEFINED RISK FOREIGN DEVELOPED FUND

Investment Objective: The Fund seeks income and growth of capital.

Fees and Expenses of the Fund: This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts on purchases of Class A shares if you and your family invest, or agree to invest in the future, at least $50,000 in the Fund. More information about these and other discounts is available from your financial professional and in How to Purchase Shares on page 35 of the Fund’s Prospectus. In addition, descriptions of the sales load waivers and/or discounts for Class A shares with respect to certain financial intermediaries are reproduced in “Appendix A: Intermediary-Specific Sales Charge Waivers and Discounts” to the Prospectus based on information provided by the financial intermediary.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Swan Defined Risk Foreign Developed Fund.txt'},1.0
0001580642-18-005941,Swan Defined Risk Fund,,1,Yes,Listed Equities,Diversified,"0,0","Swan Defined Risk Fund

<head_breaker>

FUND SUMMARY – SWAN DEFINED RISK FUND

Investment Objective: The Fund seeks income and growth of capital.

Fees and Expenses of the Fund: This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts on purchases of Class A shares if you and your family invest, or agree to invest in the future, at least $50,000 in the Fund. More information about these and other discounts is available from your financial professional and in How to Purchase Shares on page 35 of the Fund’s Prospectus. In addition, descriptions of the sales load waivers and/or discounts for Class A shares with respect to certain financial intermediaries are reproduced in “Appendix A: Intermediary-Specific Sales Charge Waivers and Discounts” to the Prospectus based on information provided by the financial intermediary.

Shareholder Fees

(fees paid directly from your investment)",{'source': 'NLP_app\\MutualFundSummary\\Swan Defined Risk Fund.txt'},
0001580642-18-005941,Swan Defined Risk U.S. Small Cap Fund,,1,Yes,Listed Equities,Diversified,"1,0.9","Swan Defined Risk U.S. Small Cap Fund <head_breaker>

FUND SUMMARY – SWAN DEFINED RISK U.S. SMALL CAP FUND

Investment Objective: The Fund seeks income and growth of capital.

Fees and Expenses of the Fund: This table describes the fees and expenses that you may pay if you buy and hold shares of the Fund. You may qualify for sales charge discounts on purchases of Class A shares if you and your family invest, or agree to invest in the future, at least $50,000 in the Fund. More information about these and other discounts is available from your financial professional and in How to Purchase Shares on page 35 of the Fund’s Prospectus. In addition, descriptions of the sales load waivers and/or discounts for Class A shares with respect to certain financial intermediaries are reproduced in “Appendix A: Intermediary-Specific Sales Charge Waivers and Discounts” to the Prospectus based on information provided by the financial intermediary.

Shareholder Fees",{'source': 'NLP_app\\MutualFundSummary\\Swan Defined Risk U.S. Small Cap Fund.txt'},1.0
